5;2248;semoule de blé dur complète;graine de couscous complète, semoule couscous complète;semolina, wholemeal, wheat, dunum;6;6;62;62;;;;;03;18;;;;;;;;;;;;99;A004F#F10.A06HR$F28.A07GL$F28.A07KG;Wheat semolina, Integral /not refined,Boiling,Drying (dehydration);A000J;Grains and grain-based products;A000K;Cereals and cereal primary derivatives;A0ETL;Semolina;23;
5;3847;semoule de blé dur semi complète;semoule couscous semi complète, graine de couscous semi complète;semolina, half-wholemeal, wheat;6;6;62;62;;;;;04;18;;;;;;;;;;;;99;A004F#F10.A0EZZ$F28.A07GP$F28.A07KG;Wheat semolina, Semi-refined,Steaming,Drying (dehydration);A000J;Grains and grain-based products;A000K;Cereals and cereal primary derivatives;A0ETL;Semolina;2;
5;3859;son d'avoine;;bran, oat;6;6;61;61;;;;;;;;;;;;;;;;;;;A003B;Oat bran;A000J;Grains and grain-based products;A000K;Cereals and cereal primary derivatives;A002C;Cereal bran;58;
